ナレーション	皆さんこんにちは！今回は、
タイトル	危険なダイエットとオススメのダイエット
ナレーション	私も年々体重が増えて、楽そうな方法に何度も振り回されたことがあります。
ナレーション	調べるほど分かったのは、40代以降は「やめるもの」と「続けるもの」を間違えないことが大事だということでした。
ナレーション	遠回りをしたくない方は、後悔する前に、チャンネル登録していただけたら嬉しいです。
ナレーション	それではいってみよう！！
イッチ	更年期で体重が増えて焦って、ネット広告で見たやつを片っ端から試したら逆に2キロ太って、産婦人科の先生に「それ全部やめて」って言われたわ。
スレ民3	安いとか楽そうとかで選ぶダイエットって、結局回り道になりやすいんだなって、最近しみじみ痛感してる。
スレ民1	私も「飲むだけで痩せる」系の広告に何度引っかかったか分からない。あれ全部、根拠ないやつだったんだ。
スレ民5	元保健センター勤めの母から言われたんだけど、流行りの極端な方法より、地味な習慣の方が長く効くんだって。
スレ民6	やめた方がいいダイエットを10個、本当に痩せた方法を10個、両方教えてほしいんだ。下から順に紹介してくれると分かりやすい。
スレ民3	やめた方がいいダイエット10位は、卵とグレープフルーツだけ食べる「国立病院ダイエット」ね。昔から流行ってる都市伝説系。
スレ民1	え、それ私の母親が若い頃やってた気がする。デンマークの国立病院考案って本当だったの？
スレ民3	実は病院公式発祥とは確認しにくいダイエット法って後から判明したんだ。出典不明のまま広まったやつ。
スレ民4	うちの叔母も若い頃やって便秘で失神したって聞いた。卵とグレフルだけだと栄養バランス崩れるよね。
スレ民6	友人も真似して2週間で5キロ落としたんだけど、肌が荒れて生理も止まって、結局婦人科通いになったの。	SE1
スレ民5	元管理栄養士の従姉妹も「単品系の都市伝説ダイエットは医学的根拠ゼロ。短期で痩せても代償が大きい」って言い切ってた。
スレ民2	「○○病院考案」「医師監修」って書いてあると信じちゃうけど、出典をたどると意外とフワッとしてるパターン多い。
スレ民3	ダイエット情報の信憑性は、出典・大学・公的機関名がはっきり書いてあるかでチェックする癖をつけたい。
スレ民3	やめた方がいいダイエット9位は、貼るだけ・塗るだけ系の部分痩せグッズ。痩せる石鹸とか、塗る風邪薬をラップで巻くやつ。
スレ民1	え、塗る風邪薬って？昔流行ったメ○タムっぽいの塗ってラップ巻くやつ？あれって本当に効果ないの？
スレ民4	うちの妹がやって、汗疹だらけで皮膚科に駆け込んだ。何時間もラップ巻くと肌に負担が大きいんだなって思った。
スレ民3	消費者庁の景品表示法違反措置命令でも、根拠なく「○○するだけで部分痩せ」と表示した商品が何度も処分されてる。
スレ民5	元エステ勤務の知人も「皮膚に塗ったり貼ったりするだけで脂肪が減る商品は、医学的にあり得ない」って断言してた。
スレ民6	友人が高校生の時、雑誌で見た「痩せる石鹸」を3つも買って、結局財布だけ痩せたって笑い話してたよ。
スレ民2	部分痩せは医学的に証明されてない。脂肪は全身から少しずつ落ちるって、医師の本でもはっきり書かれてる事実。
スレ民1	「貼るだけ」「塗るだけ」「履くだけ」系の言葉が出てきたら、まず一度立ち止まって、家族に相談する癖をつけたい。
スレ民3	やめた方がいいダイエット8位は、カイロを"あそこ"に貼るだけで痩せる系の温活ダイエット。
スレ民1	あ、見たことある。カイロをあそこに貼るだけで代謝アップ、みたいなやつでしょ。
スレ民3	お尻の割れ目の少し上、仙骨あたりを温める方法ね。冷え対策としては悪くないんだけど、脂肪が勝手に燃えるみたいに思うのは危ない。
スレ民6	しかもカイロは低温やけども怖い。直接肌に貼ったり、寝る時につけっぱなしにするのは本当に危ない。	SE2
スレ民2	温めるのは冷え対策。痩せるには食事や動く習慣とセット。ここを間違えると、また広告に振り回されるんだよね。
スレ民5	元看護師の知人も「カイロでお腹周りの脂肪が減ったって医学的データはほぼない」って話してた。
スレ民4	うちのママ友もダイソーのカイロを毎日仙骨に貼ってたけど、3ヶ月で1ミリも変化なかったって苦笑いしてたわ。
スレ民1	冷え対策と痩身は別物。これを切り分けて考えるだけで、判断力が一気に上がるんだなって。
スレ民3	やめた方がいいダイエット7位は、サラダのみ・キャベツのみとかの単品生活ダイエット。
スレ民1	え、野菜だけならヘルシーじゃないの？それでも体に悪いって、何が問題なの？
スレ民4	うちの大学の同級生がサラダだけ生活してて、生理が止まって元に戻すのに1年かかったって話、衝撃だった。
スレ民6	高校の時にキャベツダイエットで弁当のご飯をキャベツに変えてた友達、結局成長期に無理したことを後悔してた。
スレ民3	タンパク質が足りないと筋肉が分解されて、骨密度が下がる。45歳以降は特に骨折リスクと直結する。
スレ民5	元管理栄養士の従姉妹も「単品ダイエットは栄養失調のリスク。長期は絶対にNG」って言ってた。
スレ民2	うちの母も若い頃トマトだけ食べる時期があって、肌がカサカサになって生理不順になったって話してた。
スレ民1	「これだけ食べてれば痩せる」って思考が、結局栄養不足を生む構造なんだ。バランスの方が地味だけど安全。
スレ民3	やめた方がいいダイエット6位は、下剤やコーラックを下剤目的で多用するやつ。便秘でもないのに飲んで「お腹がスッキリ=痩せた」と勘違いする系ね。
スレ民1	え、コーラックって便秘薬として普通に薬局で買えるやつでしょ？それを毎日飲むの？危険なの？
スレ民4	うちの妹が高校生の時に2年間下剤多用してて、165センチ49キロから40キロの骨と皮になった。摂食障害の入り口だったの。
スレ民3	下剤は腸の動きを薬で強制する仕組み。長期間使うと腸が薬無しで動けなくなる「習慣性便秘」になるって医師が警告してる。
スレ民5	元薬剤師の知人も「下剤を瘦身目的で使うのは絶対NG。腸内環境も電解質バランスも崩れて取り返しがつかなくなる」って話してた。	SE1
スレ民6	友人も20代で下剤ダイエットにハマって、体調を戻すのに何年もかかったって話、本人から聞いた時は涙が止まらなかった。
スレ民1	「お腹がスッキリ=痩せた」って錯覚は、実は脱水と腸内容物が減っただけ。体脂肪は1グラムも減ってないんだよね。
スレ民2	薬局で買える=安全じゃない。市販薬でも目的外使用は本当にリスクが高い。家族で薬の使い方を確認する習慣つけたい。
スレ民3	やめた方がいいダイエット5位は、ネット広告でよく見る「飲むだけで痩せる」系の海外ダイエット薬の個人輸入ね。
スレ民1	え、あの広告って毎日タイムラインに流れてくるやつ？私も気になってクリックしかけたんだけど、本当にダメなの？
スレ民4	うちの妹がそれで体調崩して、結局病院通いになった話、家族会議になったレベルでヤバかった。
スレ民3	厚生労働省は、糖尿病の薬を美容や痩身目的で適応外使用した場合、副作用被害救済制度の対象外になるって警告を出してる。
スレ民2	「効果と安全性が確認されてない、思わぬ副作用で健康被害につながる恐れがある」って、はっきり国が言ってるんだ。
スレ民6	ご近所のお母さん仲間でも海外通販で買ったダイエット薬で吐き気と動悸が止まらなくなった人いて、入院手前まで行ったんだ。
スレ民5	元医療事務で見てきた感覚だと、糖尿病の薬を痩せる目的で個人輸入する人がここ2年で急増してるんだって。
スレ民1	安易に手を出したくなる心理は分かるんだけど、自分の体と家計を守るには、一度立ち止まりたいなって思った。
スレ民3	やめた方がいいダイエット4位は、短期で大幅に体重を落とそうとする系。1ヶ月で10キロとか謳うやつね。
スレ民1	え、短期集中ジムとかも該当するの？テレビで芸能人がドーンと痩せてるの見ると、あれ憧れちゃうんだけど。
スレ民2	うちの姉が結婚式前に短期で8キロ落として、半年後に12キロ戻って、心も体もボロボロになったの見てるんだ。
スレ民3	急激に体重を減らすと筋肉量が落ちて、基礎代謝が下がる。だから戻った時に前より太りやすい体質になっちゃう。
スレ民5	元栄養士の知り合いが言うには、40代以降は1ヶ月で2キロ以下のペースが体に優しい範囲なんだって。	SE2
スレ民4	「2キロ以下」って、想像より地味だよね。でもそれが結局、長く維持できるラインってことなんだ。
スレ民6	ママ友で産後ダイエット失敗した友達も、骨粗しょう症の予備軍って診断されて慌てて食事の見直し始めた。
スレ民1	「短期で痩せたい」って気持ちが湧いた時こそ、一度立ち止まって、家計と体の長期コストを考えたい。
スレ民3	やめた方がいいダイエット3位は、食べないだけ系。朝抜き、昼サラダだけ、みたいな極端な食事制限。
スレ民1	え、カロリー減らせば痩せるんじゃないの？それの何がダメなの？普通の発想だと思うんだけど。
スレ民4	うちもそれで一時痩せたんだけど、髪がバサバサになって肌もくすんで、結局元に戻った時に体重も戻った。
スレ民6	うちの母も食事抜きダイエットで貧血になって、立ちくらみで救急車呼ぶ手前までいったんだ。本当に怖かった。
スレ民3	極端な食事制限はホルモンバランスを崩して更年期症状を悪化させるって、専門家の間で指摘されることが多い。
スレ民5	元管理栄養士の従姉妹は「3食しっかり食べて運動量を増やす方が、長期では確実に落ちる」って言い切ってた。	SE1
スレ民2	食べないダイエットの後の「ドカ食い反動」が一番怖い。一度やったらしばらく食欲のコントロールが効かなくなる。
スレ民1	私もタンパク質意識して鶏むね肉と豆腐と卵を毎日取るようにしたら、空腹感が減って食欲も安定してきた。
スレ民3	やめた方がいいダイエット2位は、過度な糖質制限。ご飯ゼロ、パンゼロ、麺ゼロを長く続けるやつね。
スレ民1	糖質制限って一時期すごく流行ってたよね。私も2ヶ月だけやったら確かに痩せたんだけど、その後どうなったか。
スレ民2	うちの夫が1年続けて10キロ痩せたんだけど、健康診断で悪玉コレステロールが跳ね上がって医者に止められた。
スレ民3	日本糖尿病学会は「極端な糖質制限は推奨しない、エネルギー比率50〜60%の糖質摂取を勧める」って公式に言ってる。
スレ民5	元糖尿病外来で働いてた知人によると、長期の極端な糖質制限は腎臓にも負担がかかる人がいるんだって。
スレ民6	うちの姉妹でも長くやった人ほど便秘とフラつきと集中力低下に悩んでる。仕事に支障出たって人もいたんだ。
スレ民4	完全に抜くんじゃなくて、量を調整するくらいが現実的なんだ。極端は何でも体に負担なんだなって。
スレ民1	私もご飯を玄米に変えて量を半分にしただけで、体重もゆっくり落ちた。極端じゃない方が続くんだよね。
スレ民3	やめた方がいいダイエット1位は、「楽そう」と思って始めて結局リバウンドする系のサプリ・ガジェット系全般。
スレ民2	テレホンカードを貼ったら痩せるって都市伝説まで昔はあったよね。
スレ民1	え、それって履くだけ痩せるとか、貼るだけ痩せるとか、そういう系のこと？本当にあれ効かないの？
スレ民3	消費者庁は、ダイエット関連の広告で景品表示法違反として措置命令を出してる。国民生活センターも注意喚起を出してるの。
スレ民2	うち、振動マシンを4万で買って、半年使って増えた。逆に「ご飯食べてないから大丈夫」って油断する元になった。
スレ民6	ママ友でも、楽そう系のサプリと甘い物のセットで、半年で5キロ増えた人いる。「サプリ飲んでるから」って安心しちゃう。
スレ民5	元エステ勤務の知り合いも「結局ダイエットは食事と運動。器具やサプリは補助」って言い切ってた。	SE1
スレ民1	私も貼るだけ痩せるパッチに2万使って、ゴミになった。あれ買った時の自分を、今は本当に叱りたい。
スレ民4	派手な広告を見たら、まず一晩寝かせる。そのワンクッションで衝動買いの何割かは止められるって思う。
スレ民1	ここまで10個やめた方がいいダイエットを聞いたけど、本当に痩せた方法10個、ぜひ続きも教えてほしい。
スレ民3	本当に痩せた方法10位は、毎日7〜8時間しっかり寝ること。睡眠時間が足りないと痩せホルモンが減って太りやすくなるんだ。
スレ民1	え、寝るだけで痩せるの？運動も食事制限もしないで体重に影響あるって、ちょっと信じられないんだけど。
スレ民3	睡眠不足だと食欲を増やすホルモンが増えて、食欲を抑えるホルモンが減るって、海外の医学研究で繰り返し報告されてる。
スレ民4	私も子供が小さい頃、睡眠4時間が続いた時期に5キロ太った。寝るようになってから自然に戻ったの、これが理由だったんだ。
スレ民2	厚生労働省も「健康づくりのための睡眠ガイド」で、成人は6〜8時間程度の睡眠を推奨してる。これが基本ライン。
スレ民6	友人も「夜更かしやめただけで自然に体重が落ちた」って話してて、運動も食事も変えてないのに3ヶ月で2キロ減ったんだって。
スレ民1	寝るのって一番タダで一番楽な方法じゃん？それで効果あるなら、運動より先にここを整えるべきだったのね。
スレ民3	寝る2時間前はスマホ・PC控えて、ぬるめのお風呂に浸かる。これだけで眠りの質が変わって、翌日の食欲も整う。
スレ民3	本当に痩せた方法9位は、毎日のビールをノンアルコールビールや微アルコールに置き換える方法。やめずに「変える」のがコツ。
スレ民1	え、ビール飲むの好きなんだよね。完全にやめろって言われたらキツいけど、置き換えならいけそう。
スレ民3	ビール350ml1本で約140キロカロリー。毎日2本飲んでた人が完全ノンアルに変えると、年間で10万キロカロリー以上削減できる計算なの。
スレ民4	うちの夫がノンアル完全切り替えで3ヶ月で5キロ落ちた。本人も驚いてた。これは本当に効果がデカい習慣のひとつ。
スレ民6	ご近所のお母さん仲間でも「ビール断ちで3ヶ月-5キロ」って話、よく聞くよね。
スレ民1	お酒だけが原因とは限らないけど、晩酌のおつまみも一緒に減るのが大きい。
スレ民2	うちはアサヒドライゼロから始めて、サッポロのプレミアムアルコールフリー、サントリーのオールフリーって順に試して定番化してる。
スレ民1	完全禁酒って言われたら絶対無理だったけど、「ノンアルに置換」なら今日からできそう。心理的ハードルが全然違う。	SE2
スレ民4	最近は微アル0.5%も種類が増えてて、夜の晩酌気分は維持できる。アサヒビアリーやキリンの零イチが定番化しつつある。
スレ民3	完全にやめるんじゃなく「夜の楽しみを残しつつカロリーをゼロに近づける」のが、続けやすさの最大のコツなんだ。
スレ民3	本当に痩せた方法8位は、食前に千切りキャベツを食べる習慣。1食につき小皿1杯くらい、5分かけてゆっくり噛むのがコツ。
スレ民1	え、それだけ？シンプルだけど、何で食前のキャベツが効くの？理由が知りたい。
スレ民3	早稲田大学の研究で、食前の千切りキャベツを噛むことで、満腹中枢を刺激するヒスタミン神経が活性化して、自然に食事量が減るって報告されてるんだ。
スレ民4	キャベツ100グラムで23キロカロリー。食物繊維も豊富で、食後の血糖値の急上昇も抑えてくれるって栄養士さんから聞いた。
スレ民2	うちは夕食前にキャベツの千切りを小皿で出して、ドレッシング少なめで食べてる。3ヶ月で家族みんな腹回りが軽くなってきた。
スレ民6	友人も食前キャベツに切り替えて、お腹が満たされやすくなって、メインのご飯やおかずを自然に減らせるようになったの。
スレ民1	100均の千切り器でやってる。キャベツ半玉100円台で買えて、3〜4日分くらい作り置きできるからコスパも最強。
スレ民3	大事なのは、ゆっくり5分かけて噛むこと。早食いだと意味が薄まる。「食前にキャベツ5分タイマー」を家族で意識すると効果が出やすい。
スレ民3	本当に痩せた方法7位は、朝食に卵を2個食べる習慣。タンパク質をしっかり取ると食欲が安定するって研究データもある。
スレ民1	え、朝に卵2個って多くない？コレステロール大丈夫なの？私もそこが気になってるんだけど。
スレ民3	厚生労働省は2015年に「食事性コレステロールの摂取基準」を撤廃したんだ。
スレ民2	健康な人なら卵1日2〜3個でも問題ないって、最新の医学では考えられてる。
スレ民4	うちの夫も朝食に目玉焼き2個に切り替えてから、午前中の間食が減って、3ヶ月で4キロ落ちた。タンパク質パワー、本当にすごい。
スレ民5	元栄養士の従姉妹も「卵は完全栄養食。アミノ酸スコア100で、安価で日持ちもする。朝食には最適」って勧めてた。	SE1
スレ民2	うちはゆで卵を週末に10個まとめて作って冷蔵庫保存。朝忙しい時もすぐ食べられて、家族全員の食習慣として定着してる。
スレ民1	卵1個で約80キロカロリー、タンパク質6グラム。2個でタンパク質12グラム取れるって、結構優秀じゃない？コスパ最強の朝食。
スレ民6	卵1パック10個で200円台。家族3人で1週間持つから、家計にもまったく響かない。これは本当に始めやすい習慣。
スレ民3	朝に高タンパク質を取ると、夜のドカ食いが自然に減る。1日全体の食欲コントロールが効きやすくなるのが最大のメリット。
スレ民3	本当に痩せた方法6位は、梅干しを電子レンジで軽く加熱してから食べる方法。バニリンって成分が増える。
スレ民1	え、レンチンするだけで効果が変わるの？普通に食べるのと何が違うの？それは知らなかった。
スレ民3	和歌山の研究機関が、梅干しを加熱するとバニリンっていう成分が約20%増えるって発表してて、注目されてるんだ。
スレ民2	うちの祖父母世代は焼き梅干しを民間療法で使ってきてて、おばあちゃんが「これで体が軽くなる」って言ってたわ。
スレ民6	友人が朝食に焼き梅干しを1個取り入れたら体調が整ったって話をブログで読んで、私もすぐ真似したんだ。
スレ民3	ラップに包んで500ワットで30秒チンするだけ。それを朝食やお弁当のご飯に1個乗せるだけでいい。
スレ民1	100均の梅干しでもいいの？それなら家計にも全然響かないし、続けられそうだよね。
スレ民2	うちは紀州産の梅干しをAmazonで2,000円台で1キロ買って家計に優しく続けてる。1日1個、はちみつ漬けじゃなく塩分入り推奨。
スレ民6	お弁当の防腐効果もあるから、お弁当ご飯の真ん中に1個。これは昔から日本の母が続けてきた知恵だよね。
スレ民3	本当に痩せた方法5位は、難消化性デキストリンを1日5グラム、食事の時に水やお茶やコーヒーに混ぜて飲む方法。
スレ民1	難消化性デキストリンって名前が難しそう…なんで効くの？普通の食物繊維とは違うの？
スレ民3	とうもろこし由来の水溶性食物繊維で、特保(特定保健用食品)の認定を多数取ってる成分。食後の血糖値・中性脂肪の上昇を緩やかにする働きがある。
スレ民4	伊右衛門特茶やヘルシア緑茶、グルコケアといった特保飲料に入ってるのがこれ。コンビニで誰でも見たことあるはずよ。
スレ民6	うちは大塚製薬の難消化性デキストリン粉末タイプをAmazonで買って、毎食お茶に5グラム混ぜてる。3ヶ月で家族全員ウエストが落ち着いてきた。
スレ民5	元保健師の知人も「難消化性デキストリンは特保エビデンスが揃ってて、健康指導でも勧められる成分」って話してた。	SE2
スレ民2	粉末タイプの徳用1キロ袋を3,000円で買って半年使ってる。1日換算で約16円のコスパ最強の食物繊維サプリってわけ。
スレ民1	伊右衛門特茶を毎日2本買うと月3,600円、粉末なら月500円。差額3,000円が家計にも体にも優しい計算。
スレ民3	大事なのは「毎日継続」と「食事と一緒に」。これがそろうと効果が出やすい。
スレ民3	本当に痩せた方法4位は、ジュース・甘いミルクティー・甘いカフェラテ系の「液体カロリー」を全部やめる習慣。これだけでガクッと変わる。
スレ民1	え、ジュースやカフェラテってそんなにヤバいの？「飲み物だから大丈夫」って思って毎日飲んでた。
スレ民3	ペットボトル500mlのコーラで角砂糖約14個分、紙パックのミルクティーでも約9個分。
スレ民2	これを毎日飲むと年間20キロ砂糖摂取になるんだって。考えるとゾッとするよね。
スレ民4	うちのママ友が紙パックのレモンティー毎日1本やめただけで、半年で4キロ落ちた。「飲み物変えるだけで」って衝撃だったの。
スレ民6	友人もコンビニのカフェラテSサイズ毎朝買うのやめて、ブラックコーヒーに変えただけで3ヶ月-2キロ。
スレ民1	「甘いミルクティーはマジで太る」って言う人も多いよね。私も飲むのやめてから体が軽い。
スレ民2	うちは家族全員でジュース類を麦茶・水・お茶に切り替えた。最初の1週間はキツかったけど、慣れたら甘い飲み物が逆に苦手になったわ。
スレ民1	毎日500ミリのジュースをやめると、年間でかなり大きな差になる。これだけで体重も少しずつ変わる計算なんだ。
スレ民3	お茶や麦茶を水筒に詰めて持ち歩く。それだけでコンビニで甘い飲み物を買わない自分になれる。物理的な仕組みが大事。
スレ民3	本当に痩せた方法3位は、夜のキッチン閉店ルール。夕食後はキッチンを片付けて、それ以降何も食べない仕組みを作る方法。
スレ民1	え、夜食を我慢するの？それってストレス溜まりそうだけど、本当に続くの？
スレ民3	「我慢」じゃなくて「物理的にキッチンを閉店する」のがポイント。お皿を洗って、キッチンマットを上げて、電気を消す。儀式化するんだ。
スレ民4	うちは20時にキッチンの電気を消して、それ以降は冷蔵庫を開けないルール。子供にも「お母さん閉店」って共有してる。3ヶ月で2キロ自然減。
スレ民6	うちの姉妹間でも「夜食べないだけで自然に痩せた」って話が圧倒的多数。「夜の食欲は習慣で止まる」って多くの人が証言してるんだ。
スレ民5	元看護師の知人も「夜遅い食事は脂肪として蓄積されやすい」って解説してた。	SE1
スレ民2	夜10時以降は脂肪を溜め込みやすくなる時計遺伝子の仕組みもあるらしい。
スレ民2	うちは夕食を19時に固定して、20時にはキッチンに何もない状態。冷蔵庫にお菓子を置かないだけで、家族全員の体重が落ちてきた。
スレ民1	「お菓子を台所から追放する」を実行しただけで、月1キロずつ自然減ったって近所のお母さんも話してた。物理的な仕組みって本当に強い。
スレ民3	22時以降の食事は朝食以上にカロリー吸収率が高いって研究もある。夜のキッチン閉店は、家族の健康投資の中で一番安くて確実な選択。
スレ民3	本当に痩せた方法2位は、レンジ待ちワイドスクワット。電子レンジでチンしてる1分間に10回だけ、家族みんなで気軽にできる運動なの。
スレ民1	え、それで本当に効くの？1日1分だけって少なすぎない？普通のスクワットと何が違うの？
スレ民3	ワイドスクワットは足を肩幅の1.5倍に開いて、つま先を外向きにして腰を落とす形。
スレ民2	お尻と内ももの大きい筋肉を一度に使うから消費カロリーが高いんだ。
スレ民4	うちは食事の前のレンジ温め1分間に必ず10回やる。3ヶ月で太ももの間に隙間ができてきた。家族で効果を実感してる。
スレ民6	友人も朝のコーヒー淹れる間に10回、夜のレンジ温め間に10回、計20回を3ヶ月続けて2キロ自然減。何もしないより圧倒的にマシ。
スレ民5	元理学療法士の知人も「ワイドスクワットは大臀筋・内転筋を一度に鍛えられる、コスパ最強のエクササイズ」って勧めてた。
スレ民2	うちはキッチンの壁に「レンジ待ち=ワイドスクワット10回」って付箋貼ってる。家族みんなが見るたびにやる仕組みになった。
スレ民1	「ながら運動」だから続く。歯磨きの3分・テレビCMの間・電子レンジの1分、家のあらゆる隙間時間で家族の習慣にできる。
スレ民3	大事なのは「完璧を目指さない」「家族で気軽に」「ながらで」の3つ。1日10回でも続ける方が圧倒的に強い。
スレ民3	そして本当に痩せた方法1位は、内科医の工藤孝文先生が考案した緑茶コーヒー。これは個人的に一番効いた方法。
スレ民1	え、緑茶とコーヒーを混ぜるの？想像つかない味なんだけど、本当に飲めるの？
スレ民3	工藤孝文先生の著書では、減量外来で緑茶コーヒーを取り入れた人たちの変化として、1ヶ月平均6.2キロ減った例が紹介されてるんだって。
スレ民4	ただ、これは全員が同じように痩せるって話じゃなくて、食事や生活習慣の見直しとセットで考えたいところだね。
スレ民2	うちの伯母も緑茶コーヒーを始めて、半年で少しずつ体重が落ちて、家族で食事を見直しながら2年維持してるよ。	SE2
スレ民6	私も工藤先生の本を読んで毎日続けてる。1日3回、食事と一緒に飲むだけ。お腹周りから少しずつ変わってきた感じ。
スレ民3	作り方は緑茶とコーヒーを1対1で混ぜるだけ。インスタントでもティーバッグでもいける。
スレ民2	伊藤園のお〜いお茶と市販のインスタントコーヒーで作れる。両方Amazon・楽天で1,000円以内で揃う。
スレ民1	派手な結果を求めるよりも、無理なく続けてゆっくり変わっていく方が、結果的に体に優しい道なんだなって深く納得した。
スレ民5	カフェインが気になる人は、午後はカフェインレスのコーヒーで作ればいい。寝つきが悪くなりやすい人にも安心の選択肢。
スレ民1	なんかさ、結局ラクして痩せる方法ってないんだなって思ったわ。
スレ民2	ほんとそれ。無理した分、ちゃんと自分に返ってくるんだよね、いい意味でも悪い意味でも。
スレ民3	でも今回出てきた緑茶コーヒーとか梅干しとか、家にあるものでできるのが嬉しいよね。
スレ民4	わかる。ジムや高いサプリじゃなくて、台所のもので始められるって希望ある。
スレ民6	極端なやつをやめて、続けやすいのを少し足すだけでいいんだもんね。
スレ民2	続けられるって、それだけで勝ちなのかもね。無理したら結局リバウンドだしね。
スレ民1	結局そこに戻るのがちょっと悔しいけどね笑。でも体は嘘つかないからしょうがないわ。
スレ民3	比べるのやめて、自分のペースで進めばいいんだよね。一人で焦ってたのがバカみたいに思える。
スレ民4	じゃあ私はとりあえず今日からおやつ半分にしとくわ笑。それでもキツかったら3分の2で。
スレ民6	それくらいがちょうどいいのよほんとに。家族みんなも巻き込んでいこうね。
ナレーション	極端なダイエットは、一時的に結果が出ても、体や心に負担をかけてしまうこともあります。
ナレーション	大切なのは続けられることと、自分の体を大事にすること。
ナレーション	あなたは最近、無理をしていませんか？今日の10個の中で「これなら続けられそう」と思ったものがあれば、ぜひコメントで教えてください。
ナレーション	このチャンネルでは後悔しないための失敗回避をテーマに
ナレーション	知らないと損する情報や私の体験談を交えてお話ししています。
ナレーション	少しでも参考になったら高評価・チャンネル登録していただけると嬉しいです!!
ナレーション	最後までご視聴ありがとうございました。
